Prefix,Code,Type,Line,Station
0100,30018253,公交,,
0100,30050047,公交,,
0100,30050051,公交,,
0100,30018229,公交,,
0100,30022829,公交,,
0100,30022944,公交,,
0100,30050089,公交,,
0100,30018162,公交,,
0100,30018224,公交,,
0100,30022784,公交,,
