City,Code,Type,Line,Station
3310,00040030,地铁,4号线,杭行路
3310,00040031,地铁,4号线,好运街
3310,00040032,地铁,4号线,金家渡
3310,00040033,地铁,4号线,池华街
3310,0005,地铁,5号线,
3310,00050001,地铁,5号线,绿汀路
3310,00050002,地铁,5号线,葛巷
3310,00050003,地铁,5号线,创景路
3310,00050004,地铁,5号线,良睦路
3310,00050005,地铁,5号线,杭师大仓前
3310,00050006,地铁,5号线,永福
3310,00050007,地铁,5号线,五常
3310,00050008,地铁,5号线,蒋村
3310,00050009,地铁,5号线,浙大紫金港
3310,00050010,地铁,5号线,三坝
3310,00050011,地铁,5号线,萍水街
3310,00050012,地铁,5号线,和睦
3310,00050013,地铁,5号线,大运河
3310,00050014,地铁,5号线,拱宸桥东
3310,00050015,地铁,5号线,善贤
3310,00050016,地铁,5号线,西文街
3310,00050017,地铁,5号线,香积寺路
3310,00050018,地铁,5号线,杭氧
3310,00050019,地铁,5号线,打铁关
3310,00050020,地铁,5号线,宝善桥
3310,00050021,地铁,5号线,建国北路
3310,00050022,地铁,5号线,万安桥
3310,00050023,地铁,5号线,城站
3310,00050024,地铁,5号线,江城路
3310,00050025,地铁,5号线,候潮门
3310,00050026,地铁,5号线,南星桥
3310,00050027,地铁,5号线,长河
3310,00050028,地铁,5号线,聚才路
3310,00050029,地铁,5号线,江晖路
3310,00050030,地铁,5号线,滨康路
3310,00050031,地铁,5号线,博奥路
3310,00050032,地铁,5号线,金鸡路
3310,00050033,地铁,5号线,人民广场
3310,00050034,地铁,5号线,育才北路
3310,00050035,地铁,5号线,通惠中路
3310,00050036,地铁,5号线,火车南站
3310,00050037,地铁,5号线,双桥
3310,00050038,地铁,5号线,姑娘桥
3310,00050039,地铁,5号线,金星
3310,00050040,地铁,5号线,南湖东
3310,0006,地铁,6号线,
3310,00060011,地铁,6号线,桂花西路
3310,00060012,地铁,6号线,公望街
3310,00060013,地铁,6号线,阳陂湖
3310,00060014,地铁,6号线,高桥
3310,00060015,地铁,6号线,富阳客运中心
3310,00060016,地铁,6号线,受降
3310,00060017,地铁,6号线,虎啸杏
3310,00060018,地铁,6号线,银湖
3310,00060019,地铁,6号线,野生动物园东
3310,00060020,地铁,6号线,中村
3310,00060021,地铁,6号线,音乐学院
3310,00060022,地铁,6号线,美院象山
3310,00060023,地铁,6号线,枫桦西路
3310,00060024,地铁,6号线,之江文化中心
3310,00060025,地铁,6号线,西浦路
3310,00060026,地铁,6号线,中医药大学
3310,00060027,地铁,6号线,伟业路
3310,00060028,地铁,6号线,诚业路
3310,00060029,地铁,6号线,建业路
3310,00060030,地铁,6号线,长河
3310,00060031,地铁,6号线,江汉路
3310,00060032,地铁,6号线,江陵路
3310,00060033,地铁,6号线,星民
3310,00060034,地铁,6号线,奥体中心
3310,00060035,地铁,6号线,博览中心
3310,00060036,地铁,6号线,钱江世纪城
3310,00060037,地铁,6号线,丰北
3310,00060038,地铁,6号线,亚运村
3310,00060039,地铁,6号线,三堡
3310,00060040,地铁,6号线,昙花庵路
3310,00060041,地铁,6号线,元宝塘
3310,00060042,地铁,6号线,火车东站（东广场）
3310,00060043,地铁,6号线,枸桔弄
3310,00060061,地铁,6号线,双浦
3310,00060062,地铁,6号线,科海路
3310,00060063,地铁,6号线,霞鸣街
3310,0007,地铁,7号线,
3310,00070001,地铁,7号线,吴山广场
3310,00070002,地铁,7号线,江城路
3310,00070003,地铁,7号线,莫邪塘
3310,00070004,地铁,7号线,观音塘
3310,00070005,地铁,7号线,市民中心
3310,00070006,地铁,7号线,奥体中心
3310,00070007,地铁,7号线,兴议
3310,00070008,地铁,7号线,明星路
3310,00070009,地铁,7号线,建设三路
3310,00070010,地铁,7号线,新兴路
3310,00070011,地铁,7号线,新汉路
3310,00070012,地铁,7号线,新街
3310,00070013,地铁,7号线,合欢路
3310,00070014,地铁,7号线,盈中
3310,00070015,地铁,7号线,坎山
