Prefix,Code,Type,Line,Station
0100,00193459,地铁,2号线,广州南站
0100,00193460,地铁,2号线,广州南站
0100,00193461,地铁,2号线,广州南站
0100,00193462,地铁,2号线,广州南站
0100,00193463,地铁,2号线,广州南站
0100,00193464,地铁,2号线,广州南站
0100,00193465,地铁,2号线,广州南站
0100,00193466,地铁,2号线,广州南站
0100,00193467,地铁,2号线,广州南站
0100,00193468,地铁,2号线,广州南站
0100,00193469,地铁,2号线,广州南站
0100,00193470,地铁,2号线,广州南站
0100,00193471,地铁,2号线,广州南站
0100,00193472,地铁,8号线,凤凰新村
0100,00193473,地铁,8号线,凤凰新村
0100,00193474,地铁,8号线,凤凰新村
0100,00193475,地铁,8号线,凤凰新村
0100,00193476,地铁,8号线,凤凰新村
0100,00193477,地铁,8号线,凤凰新村
0100,00193478,地铁,8号线,凤凰新村
0100,00193479,地铁,8号线,凤凰新村
0100,00193480,地铁,8号线,凤凰新村
0100,00193481,地铁,8号线,凤凰新村
